#DEF:GEOROUTING:VERSION;VERSIONNUMBER;VALIDFROM;VALIDTO;BARCODEID;;
#DEF:GEOROUTING:COUNTRY;COUNTRYCODE;ISONUMCOUNTRYCODE;ISOALPHA3COUNTRYCODE;DESTINATIONLANGUAGES;FLAGPOSTCODENO;POSTCODEPATTERN;FLAGNEEDSTATE;POSTCODEVALIDATION;CITYVALIDATION;FREETRADEAREA;DUMMYCOUNTRYCODE;;
#DEF:GEOROUTING:COUNTRYTRANSLATION;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;DUMMYCOUNTRYCODE;;
#DEF:GEOROUTING:COUNTRY.CS;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.DE;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.EN;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.FR;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.IT;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.SK;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:BUSINESSUNIT;BUALPHASTR;BUCODE;BUNAME;BUDEFAULTCOUNTRY;TYPEOFBU;BUFINANCIALGROUP;BUGEOGRAPHGROUP;BUTECHNICALGROUP;DPDCONTRACT;;
#DEF:GEOROUTING:POSTALCODE;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;POSTCODETYPE;;
#DEF:GEOROUTING:STATE;COUNTRYCODE;REGIONCODE;STATECODE;;
#DEF:GEOROUTING:STATE.EN;COUNTRYCODE;REGIONCODE;STATECODE;STATESHORTCUT;STATENAME;;
#DEF:GEOROUTING:CITY;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;CITYNAMEENGLISH;CITYNAMELOCAL;CITYNAMELOCALLANG;STATECODE;;
#DEF:GEOROUTING:DEPOTS;GEOPOSTDEPOTNUMBER;DEPOTSTR;IATALIKECODE;GROUPID;COMPANYNAME;COMPANYNAME2;STREET;PROPNUM;ADDRESS2;ADDRESS3;FLOOR;BUILDING;COUNTRYCODE;STATE;POSTCODE;CITYNAME;PHONE;FAX;MAIL;WEB;BUCODE;SGPSLAT;SGPSLONG;DUMMYDEPOT;ADDRESSPOSTCODE;;
#DEF:GEOROUTING:ELEMENTS;ELEMENTCODE;ELEMENTSHORTCUT;ELEMENTTYPE;;
#DEF:GEOROUTING:ELEMENTS.DE;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.EN;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.FR;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.PT;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:SOCODE;SOCODE;SERVICETEXT;SERVICEMARK;ELEMENTCODES;ASCODENEEDED;;
#DEF:GEOROUTING:ASCODE;ASCODE;SERVICETEXT;ELEMENTCODES;;
#DEF:GEOROUTING:IC;INJECTIONCODE;GEOPOSTDEPOTNUMBER;DESCRIPTION;;
#DEF:GEOROUTING:NETWORK;NETWORKCODE;BUCODE;COUNTRYCODE;NETWORKNAME;;
#DEF:GEOROUTING:NETWORKPLAN;NETWORKPLANID;SOCODELIST;SOASCODELIST;FULLNETWORKPLAN;PRIORITY;;
#DEF:GEOROUTING:RCODE;RCODE;BUCODE;GEOPOSTDEPOTNUMBER;COMPANYNAME1;COMPANYNAME2;STREET;FLOOR;ADDRESS2;ADDRESS3;POSTCODE;CITYNAME;COUNTRYCODE;PHONE;FAX;MAIL;RACOMPANYNAME1;RACOMPANYNAME2;RASTREET;RAADDRESS2;RAADDRESS3;RADEPARTMENT;RABUILDING;RAFLOOR;RAPOSTCODE;RACITYNAME;RACOUNTRYCODE;RAGPSLOCATION;SOCODE;;
#DEF:GEOROUTING:SOSERVICEINFO.CS;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.DE;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.EN;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.ET;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.FR;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:ALLOWSO;RULEFROM;RULESERVICE;RULETO;ZONETO;UNIQUEALLOWID;;
#DEF:GEOROUTING:ALLOWAS;UNIQUEALLOWID;RULESERVICE;ZONETO;;
#DEF:GEOROUTING:R1DBU;ROUTINGPLACES;TRADESTATUS;DESTINATIONCOUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;BUCODE;;
#DEF:GEOROUTING:R2ROUTE;ROUTINGPLACES;BUCODE;DESTINATIONCOUNTRYCODE;TRADESTATUS;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;DDEPOT;SSORT;PARTNERCODE;;
#DEF:GEOROUTING:R3OSORT;ROUTINGPLACES;DESTINATIONCOUNTRYCODE;DDEPOT;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;OSORT;;
#DEF:GEOROUTING:R4CSORT;ROUTINGPLACES;DESTINATIONCOUNTRYCODE;DDEPOT;NETWORKPLANID;PRIORITY;CSORT;;
#DEF:GEOROUTING:R5DSORT;ROUTINGPLACES;DDEPOT;DESTINATIONCOUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;DSORT;;
#DEF:GEOROUTING:DEKSFO;SCANTYPE;GEOPOSTDEPOTNUMBERSTART;GEOPOSTDEPOTNUMBERSTOP;ROUTESTART;ROUTESTOP;TOURSTART;TOURSTOP;NEWSCANTYPE;NEWGEOPOSTDEPOTNUMBER;NEWROUTE;NEWTOUR;COPYFLAG;DIFFERENCECODE;PSNSTART;PSNSTOP;;
#DEF:GEOROUTING:DEPARTURE;GEOPOSTDEPOTNUMBER;RELATION;MONDAY;TUESDAY;WEDNESDAY;THURSDAY;FRIDAY;SATURDAY;SUNDAY;;
#DEF:GEOROUTING:RELATION;GEOPOSTDEPOTNUMBER;ROUTE;RELATION;;
#DEF:GEOROUTING:PRODUCT_TRANSFORMATION;SOURCESERVICEELEMENT;DESTINATIONSERVICEELEMENTS;;
#DEF:GEOROUTING:SETTINGS;CATEGORY;VAL1;VAL2;;
#DEF:GEOROUTING:P0PROPERTIES;OBU;RULEFROM;RULESOCODE;RULEASCODE;RULESERVICEELEMENT;RULETO;ZONETO;PRIORITY;PROPERTY;VALUE;;
#DEF:GEOROUTING:PICKUP_CUTOFF;PICKUPCOUNTRY;PICKUPPOSTCODE;PICKUPCITY;SENDINGDEPOT;AVISCUTOFFTIME;PICKUPCUTOFFTIME;AVISCUTOFFTIMECLASSIC;;
#DEF:GEOROUTING:PICKUP_CUTOFF_CLASSIC_DEPOT;PICKUPCOUNTRY;PICKUPCITY;SENDINGDEPOT;AVISCUTOFFTIME;PICKUPCUTOFFTIME;;
#DEF:GEOROUTING:SERVICESELECTION;OBU;SOCODE;ASCODE;MANDATORY_NOPS;OPTIONAL_NOPS;;
#DEF:GEOROUTING:CALLOW;REQUESTINGBU;SOCODELIST;SOASCODELIST;COLLECTIONBU;ZONETO;;
#DEF:GEOROUTING:C1CBU;REQUESTINGBULIST;CCOUNTRY;BEGINPOSTCODE;ENDPOSTCODE;SOCODELIST;SOASCODELIST;PRIORITY;CBU;;
#DEF:GEOROUTING:C2CDEPOT;CBU;CCOUNTRY;BEGINPOSTCODE;ENDPOSTCODE;SOCODELIST;SOASCODELIST;PRIORITY;CDEPOT;;
#DEF:GEOROUTING:NONWORKINGDAY;COUNTRY;BU;DEPOT;POSTCODE;CITY;TYPE;SOCODELIST;SOASCODELIST;PRIORITY;DATE;NAME_LOCAL;NAME_EN;;
#DEF:GEOROUTING:SERVICES;LANGUAGE;SERVICENAME;STATUS;SERVELTSHORTCUT;SERVELTLIST;SERVELT-SO1;SERVELT-SO2;SERVELT-SO3;SERVELT-SO4;SERVELT-SO5;SERVELT-AS1;SERVELT-AS2;SERVELT-AS3;SERVELT-AS4;SERVELT-AS5;SERVELT-AS6;NOPS1;NOPS2;NOPS3;NOPS4;SOLIST;ASLIST;NOPSLIST;SOCODE;ASCODE;;
#DEF:GEOROUTING:CARRIER_SELECTION;EXPORTGATEWAYDEPOT;DESTINATIONCOUNTRY;SOCODE;WEIGHTRANGE;PARCELCOUNTRANGE;DESTINATIONPOSTALCODERANGE;CUSTOMERCODE;ACTIVATIONDATE;CARRIER;CARRIERDEPOT;;
#DEF:GEOROUTING:CARRIER_DESTINATION_SERVICE;ORIGINCOUNTRY;ORIGINBU;DESTINATIONCOUNTRY;SOCODE;EXPORTGATEWAYDEPOT;;
#DEF:GEOROUTING:ZONE_TO_GROUP;NAME;DESCRIPTION;COUNTRYCODE;ZONETOGROUPRANGE;;
SOCODE;781;D-6-LQ;;001,130,400;;
SOCODE;782;D-B2C-6-LQ;;001,013,130,400;;
SOCODE;783;D-RET-LQ;;001,070,400;;
SOCODE;784;LQ-PM4;;400,423;;
SOCODE;785;LQ-PM4;;400,423;Y;
SOCODE;786;AM2-LQ;;023,400;Y;
SOCODE;787;PM2-LQ;;010,400;Y;
SOCODE;788;D-LQ;;001,400;Y;
SOCODE;789;D-B2C-LQ;;001,013,400;Y;
SOCODE;790;AM0-LQ;;021,400;Y;
SOCODE;791;AM1-LQ;;022,400;Y;
SOCODE;792;AM2-6-LQ;;023,130,400;Y;
SOCODE;793;D-LQ;;001,400;;
SOCODE;794;D-B2C-LQ;;001,013,400;;
SOCODE;795;AM0-LQ;;021,400;;
SOCODE;796;AM1-LQ;;022,400;;
SOCODE;797;AM2-LQ;;023,400;;
SOCODE;798;AM2-6-LQ;;023,130,400;;
SOCODE;799;PM2-LQ;;010,400;;
SOCODE;800;ELT800;;800;;
SOCODE;801;ELT801;;801;;
SOCODE;802;ELT802;;802;;
SOCODE;803;ELT803;;803;;
SOCODE;804;ELT804;;804;;
SOCODE;805;ELT805;;805;;
SOCODE;806;ELT806;;806;;
SOCODE;807;ELT807;;807;;
SOCODE;808;ELT808;;808;;
SOCODE;809;ELT809;;809;;
SOCODE;810;ELT810;;810;;
SOCODE;811;ELT811;;811;;
SOCODE;812;ELT812;;812;;
SOCODE;813;ELT813;;813;;
SOCODE;814;ELT814;;814;;
SOCODE;815;ELT815;;815;;
SOCODE;816;ELT816;;816;;
SOCODE;817;ELT817;;817;;
SOCODE;818;ELT818;;818;;
SOCODE;819;ELT819;;819;;
SOCODE;820;ELT820;;820;;
SOCODE;821;ELT821;;821;;
SOCODE;822;ELT822;;822;;
SOCODE;823;ELT823;;823;;
SOCODE;824;ELT824;;824;;
SOCODE;825;ELT825;;825;;
SOCODE;826;ELT826;;826;;
SOCODE;827;ELT827;;827;;
SOCODE;828;ELT828;;828;;
SOCODE;829;ELT829;;829;;
SOCODE;830;ELT830;;830;;
SOCODE;831;ELT831;;831;;
SOCODE;832;ELT832;;832;;
SOCODE;833;ELT833;;833;;
SOCODE;834;ELT834;;834;;
SOCODE;835;ELT835;;835;;
SOCODE;836;ELT836;;836;;
SOCODE;837;ELT837;;837;;
SOCODE;838;ELT838;;838;;
SOCODE;839;ELT839;;839;;
SOCODE;840;ELT840;;840;;
SOCODE;841;ELT841;;841;;
SOCODE;842;ELT842;;842;;
SOCODE;843;ELT843;;843;;
SOCODE;844;ELT844;;844;;
SOCODE;845;ELT845;;845;;
SOCODE;846;ELT846;;846;;
SOCODE;847;ELT847;;847;;
SOCODE;848;ELT848;;848;;
SOCODE;849;ELT849;;849;;
SOCODE;850;ELT850;;850;;
SOCODE;851;ELT851;;851;;
SOCODE;852;ELT852;;852;;
SOCODE;853;ELT853;;853;;
SOCODE;854;ELT854;;854;;
SOCODE;855;ELT855;;855;;
SOCODE;856;ELT856;;856;;
SOCODE;857;ELT857;;857;;
SOCODE;858;ELT858;;858;;
SOCODE;859;ELT859;;859;;
SOCODE;860;ELT860;;860;;
SOCODE;861;ELT861;;861;;
SOCODE;862;ELT862;;862;;
SOCODE;863;ELT863;;863;;
SOCODE;864;ELT864;;864;;
SOCODE;865;ELT865;;865;;
SOCODE;866;ELT866;;866;;
SOCODE;867;ELT867;;867;;
SOCODE;868;ELT868;;868;;
SOCODE;869;ELT869;;869;;
SOCODE;870;ELT870;;870;;
SOCODE;871;ELT871;;871;;
SOCODE;872;ELT872;;872;;
SOCODE;873;ELT873;;873;;
SOCODE;874;ELT874;;874;;
SOCODE;875;ELT875;;875;;
SOCODE;876;ELT876;;876;;
SOCODE;877;ELT877;;877;;
SOCODE;878;ELT878;;878;;
SOCODE;879;ELT879;;879;;
SOCODE;880;ELT880;;880;;
SOCODE;881;ELT881;;881;;
SOCODE;882;ELT882;;882;;
SOCODE;883;ELT883;;883;;
SOCODE;884;ELT884;;884;;
SOCODE;885;ELT885;;885;;
SOCODE;886;ELT886;;886;;
SOCODE;887;ELT887;;887;;
SOCODE;888;ELT888;;888;;
SOCODE;889;ELT889;;889;;
SOCODE;890;ELT890;;890;;
SOCODE;891;ELT891;;891;;
SOCODE;892;ELT892;;892;;
SOCODE;893;ELT893;;893;;
SOCODE;894;ELT894;;894;;
SOCODE;895;ELT895;;895;;
SOCODE;896;ELT896;;896;;
SOCODE;897;ELT897;;897;;
SOCODE;898;ELT898;;898;;
SOCODE;899;ELT899;;899;;
SOCODE;900;ELT900;;900;;
SOCODE;901;ELT901;;901;;
SOCODE;902;ELT902;;902;;
SOCODE;903;ELT903;;903;;
SOCODE;904;ELT904;;904;;
SOCODE;905;ELT905;;905;;
SOCODE;906;ELT906;;906;;
SOCODE;907;ELT907;;907;;
SOCODE;908;ELT908;;908;;
SOCODE;909;ELT909;;909;;
SOCODE;910;ELT910;;910;;
SOCODE;911;ELT911;;911;;
SOCODE;912;ELT912;;912;;
SOCODE;913;ELT913;;913;;
SOCODE;914;ELT914;;914;;
SOCODE;915;ELT915;;915;;
SOCODE;916;ELT916;;916;;
SOCODE;917;ELT917;;917;;
SOCODE;918;ELT918;;918;;
SOCODE;919;ELT919;;919;;
SOCODE;920;ELT920;;920;;
SOCODE;921;ELT921;;921;;
SOCODE;922;ELT922;;922;;
SOCODE;923;ELT923;;923;;
SOCODE;924;ELT924;;924;;
SOCODE;925;ELT925;;925;;
SOCODE;926;ELT926;;926;;
SOCODE;927;ELT927;;927;;
SOCODE;928;ELT928;;928;;
SOCODE;929;ELT929;;929;;
SOCODE;930;ELT930;;930;;
SOCODE;931;ELT931;;931;;
SOCODE;932;ELT932;;932;;
SOCODE;933;ELT933;;933;;
SOCODE;934;ELT934;;934;;
SOCODE;935;ELT935;;935;;
SOCODE;936;ELT936;;936;;
SOCODE;937;ELT937;;937;;
SOCODE;938;ELT938;;938;;
SOCODE;939;ELT939;;939;;
SOCODE;940;ELT940;;940;;
SOCODE;941;ELT941;;941;;
SOCODE;942;ELT942;;942;;
SOCODE;943;ELT943;;943;;
SOCODE;944;ELT944;;944;;
SOCODE;945;ELT945;;945;;
SOCODE;946;ELT946;;946;;
SOCODE;947;ELT947;;947;;
SOCODE;948;ELT948;;948;;
SOCODE;949;ELT949;;949;;
SOCODE;950;ELT950;;950;;
SOCODE;951;ELT951;;951;;
SOCODE;952;ELT952;;952;;
SOCODE;953;ELT953;;953;;
SOCODE;954;ELT954;;954;;
SOCODE;955;ELT955;;955;;
SOCODE;956;ELT956;;956;;
SOCODE;957;ELT957;;957;;
SOCODE;958;ELT958;;958;;
SOCODE;959;ELT959;;959;;
SOCODE;960;ELT960;;960;;
SOCODE;961;ELT961;;961;;
SOCODE;962;ELT962;;962;;
SOCODE;963;ELT963;;963;;
SOCODE;964;ELT964;;964;;
SOCODE;965;ELT965;;965;;
SOCODE;966;ELT966;;966;;
SOCODE;967;ELT967;;967;;
SOCODE;968;ELT968;;968;;
SOCODE;969;ELT969;;969;;
SOCODE;970;ELT970;;970;;
SOCODE;971;ELT971;;971;;
SOCODE;972;ELT972;;972;;
SOCODE;973;ELT973;;973;;
SOCODE;974;ELT974;;974;;
SOCODE;975;ELT975;;975;;
SOCODE;976;ELT976;;976;;
SOCODE;977;ELT977;;977;;
SOCODE;978;ELT978;;978;;
SOCODE;979;ELT979;;979;;
SOCODE;980;ELT980;;980;;
SOCODE;981;ELT981;;981;;
SOCODE;982;ELT982;;982;;
SOCODE;983;ELT983;;983;;
SOCODE;984;ELT984;;984;;
SOCODE;985;ELT985;;985;;
SOCODE;986;ELT986;;986;;
SOCODE;987;ELT987;;987;;
SOCODE;988;ELT988;;988;;
SOCODE;989;ELT989;;989;;
SOCODE;990;ELT990;;990;;
SOCODE;991;ELT991;;991;;
SOCODE;992;ELT992;;992;;
SOCODE;993;ELT993;;993;;
SOCODE;994;ELT994;;994;;
SOCODE;995;ELT995;;995;;
SOCODE;996;ELT996;;996;;
SOCODE;997;ELT997;;997;;
SOCODE;998;ELT998;;998;;
SOCODE;999;ELT999;;999;;
ASCODE;A01;SWAP;120;
ASCODE;A02;NO;160;
ASCODE;A03;COMP;405;
ASCODE;A04;DOCR;422;
ASCODE;A05;DESK;539;
ASCODE;A06;DID;536;
ASCODE;A07;IDC;403;
ASCODE;A08;WSHOP;523;
ASCODE;A09;PRIV;620;
ASCODE;A10;BAL;502;
ASCODE;A11;2M;011;
ASCODE;A13;PO;530;
ASCODE;A14;EXW2;016;
ASCODE;A15;PS;610;
ASCODE;A16;BACK;121;
ASCODE;A17;COD;100;
ASCODE;A18;SUIVI;017;
ASCODE;A19;M;515;
ASCODE;A20;P;105;
ASCODE;A21;18+;015;
ASCODE;A22;NRATA;717;
ASCODE;A23;SIGN;540;
ASCODE;A24;FDPD;082;
ASCODE;A25;RDP;083;
ASCODE;A26;QST;084;
ASCODE;A27;ECW;085;
ASCODE;A28;HAP;623;
ASCODE;A29;PSDO;624;
ASCODE;A30;CATA;625;
ASCODE;A31;CCGO;626;
ASCODE;A32;CATAP;627;
ASCODE;A33;CDEY;628;
ASCODE;A34;CBRK;629;
ASCODE;A35;CSPR;630;
ASCODE;A36;COBD;631;
ASCODE;B01;SWAP-DESK;120,539;
ASCODE;B02;COD-SWAP;100,120;
ASCODE;B03;COMP-DESK;405,539;
ASCODE;B04;IDC-DOCR;403,422;
ASCODE;B05;DOCR-DESK;422,539;
ASCODE;B06;SWAP-DOCR;120,422;
ASCODE;B07;COD-NRATA;100,717;
ASCODE;B08;SWAP-NO;120,160;
ASCODE;B09;BAL-WSHOP;502,523;
ASCODE;B10;COD-DOCR;100,422;
ASCODE;B11;NO-WSHOP;160,523;
ASCODE;B13;NO-ECH;160,529;
ASCODE;B15;NO-SIGN;160,540;
ASCODE;B17;18+-IDC;015,403;
ASCODE;B19;COD-COMP;100,405;
ASCODE;B20;NO-M;160,515;
ASCODE;B22;NO-PER;160,514;
ASCODE;B23;SUIVI-SUIVI optio;017,032;
ASCODE;B24;COD-DESK;100,539;
ASCODE;B25;BACK-DESK;121,539;
ASCODE;B26;NO-WRAP;160,531;
ASCODE;B27;NO-STAND;160,512;
ASCODE;B28;COD-NO;100,160;
ASCODE;B29;COD-IDC;100,403;
ASCODE;B30;NO-WSHOP;160,523;
ASCODE;B31;SUIVI-NDVB;017,713;
ASCODE;B32;SUIVI-ROCS2;017,034;
ASCODE;B34;NO-BAL;160,502;
ASCODE;B37;2M-COD;011,100;
ASCODE;B38;2M-DOCR;011,422;
ASCODE;B39;SWAP-IDC;120,403;
ASCODE;B40;BACK-IDC;121,403;
ASCODE;B41;IDC-DESK;403,539;
ASCODE;B42;COD-PS;100,610;
ASCODE;B43;NO-IDC;160,403;
ASCODE;B44;NO-DESK;160,539;
ASCODE;B45;PS-NRATA;610,717;
ASCODE;B47;IDC-PS;403,610;
ASCODE;B48;18+-PS;015,610;
ASCODE;B49;18+-COD;015,100;
ASCODE;B50;FDPD-ECW;082,085;
ASCODE;B51;RDP-ECW;083,085;
ASCODE;B52;QST-ECW;084,085;
ASCODE;C01;SWAP-IDC-DOCR;120,403,422;
ASCODE;C02;COD-SWAP-COMP;100,120,405;
ASCODE;C03;IDC-DOCR-DESK;403,422,539;
ASCODE;C04;COD-SWAP-IDC;100,120,403;
ASCODE;C05;COD-COMP-DOCR;100,405,422;
ASCODE;C10;COD-COMP-DESK;100,405,539;
ASCODE;C11;18+-COD-IDC;015,100,403;
ASCODE;C12;COD-IDC-DOCR;100,403,422;
ASCODE;C13;COD-SWAP-DESK;100,120,539;
ASCODE;C14;SUIVI-ROCS2-NDVB;017,034,713;
ASCODE;C15;SUIVI-NDVB-TVO;017,713,716;
ASCODE;C16;18+-COD-DOCR;015,100,422;
ASCODE;C17;18+-SWAP-DOCR;015,120,422;
ASCODE;C23;2M-COD-DOCR;011,100,422;
ASCODE;C24;COD-SWAP-DOCR;100,120,422;
ASCODE;C25;AVP pré-rempli-ID;019,403,540;
ASCODE;C26;SWAP-IDC-DESK;120,403,539;
ASCODE;C27;BACK-IDC-DESK;121,403,539;
ASCODE;C28;NO-IDC-DESK;160,403,539;
ASCODE;C29;COD-PS-NRATA;100,610,717;
ASCODE;C31;18+-COD-PS;015,100,610;
ASCODE;C32;COD-IDC-PS;100,403,610;
ASCODE;C33;18+-IDC-PS;015,403,610;
ASCODE;D01;SWAP-IDC-DOCR-DES;120,403,422,539;
ASCODE;D03;COD-SWAP-COMP-DES;100,120,405,539;
ASCODE;D05;SWAP-IDC-COMP-DOC;120,403,405,422;
ASCODE;D07;COD-IDC-COMP-DOCR;100,403,405,422;
ASCODE;D08;COD-IDC-DOCR-DESK;100,403,422,539;
ASCODE;D13;ROCS2-SIGN-RC-NDV;034,540,711,713;
ASCODE;D14;ROCS2-Recommandé-;034,035,403,540;
ASCODE;D15;ROCS2-IDC-SIGN-ND;034,403,540,713;
ASCODE;D16;SUIVI-ROCS2-NDVB-;017,034,713,716;
ASCODE;D21;AVP pré-rempli-RO;019,034,403,540;
ASCODE;D22;18+-COD-IDC-PS;015,100,403,610;
ASCODE;D23;AVP pré-rempli-ID;019,403,540,622;
ASCODE;E01;COD-IDC-COMP-DOCR;100,403,405,422,539;
ASCODE;E04;COD-SWAP-IDC-COMP;100,120,403,405,422;
ASCODE;E07;AVP pré-rempli-RO;019,034,035,403,540;
ASCODE;E08;IDC-SIGN-RC-NRXP-;403,540,711,712,713;
ASCODE;E09;ROCS2-Recommandé-;034,035,036,403,540;
ASCODE;E10;AVP pré-rempli-AR;019,037,403,540,622;
ASCODE;F02;AVP pré-rempli-RO;019,034,035,036,403,540;
ASCODE;F03;AVP pré-rempli-RO;019,034,035,037,403,540;
ASCODE;F04;ROCS2-Recommandé-;034,035,403,540,714,715;
